,ai_positionx,ai_positiony,ai_positionz,combatheadshot,combatlegshot,combattakedown,combattargettype,combattypeofkill,combatweaponused,enemyarch,isltl,killdist,playermovetype,playerpositionx,playerpositiony,playerpositionz,playervehicletype,takedownstate
470,-1524.1324,-197.87633,159.82375,1,0,0.0,3,0,1046713,0xA46327C1,1,25.865692,2,-1533.1782,-221.9434,156.99733,Not in Vehicle,0.0
5283,-702.2406,705.0905,89.362656,0,0,0.0,3,0,1068245,0x6BF561D1,1,17.168428,1,-708.9006,719.17883,82.15694,Not in Vehicle,0.0
9515,673.6648,-439.33298,110.458115,0,0,0.0,3,0,1075121,0xF487EE76,1,7.33243,3,675.8694,-445.13358,107.99557,Not in Vehicle,0.0
7418,643.10657,-477.30518,111.24244,1,0,0.0,3,0,628841,0x6BF561D1,1,7.186682,1,637.36127,-481.09576,109.17732,Not in Vehicle,0.0
6125,-582.008,95.89293,104.72064,0,0,0.0,3,0,628841,0xFC6A70F8,1,8.781729,1,-573.7194,94.924934,101.98544,Not in Vehicle,0.0
2155,-1103.8615,548.8039,122.10048,0,0,0.0,3,0,1071245,0x6BF561D1,1,5.170739,1,-1108.5381,546.62,121.866104,Not in Vehicle,0.0
5589,647.5747,-490.47256,111.20267,0,0,0.0,3,0,628841,0x6BF561D1,1,8.699073,1,641.6947,-484.39075,109.100235,Not in Vehicle,0.0
6356,-859.0318,362.9382,100.0243,0,0,0.0,3,0,1047189,0xB2B12B51,1,9.890142,2,-860.91675,372.4633,98.09736,Not in Vehicle,0.0
2772,74.679634,627.13837,99.77227,0,0,0.0,4,0,628841,0xAAD6A3AD,1,9.680017,1,69.81152,619.47626,96.47534,Not in Vehicle,0.0
9410,640.86597,-475.12836,111.90315,0,0,0.0,3,0,628841,0x6BF561D1,1,10.033361,4,634.4759,-481.93134,109.2584,Not in Vehicle,0.0
9362,643.4242,-495.02814,110.58539,0,0,0.0,3,0,628841,0x6BF561D1,1,8.234204,1,636.76404,-490.47702,108.933105,Not in Vehicle,0.0
3323,647.4645,-480.3089,112.00278,0,0,0.0,3,0,628841,0x6BF561D1,1,5.208425,3,649.926,-477.00327,108.12004,Not in Vehicle,0.0
9452,-2192.9539,-67.04526,116.463196,0,0,0.0,3,0,1071250,0x6BF561D1,1,4.10663,1,-2193.167,-69.80824,113.49894,Not in Vehicle,0.0
7241,-1519.9882,171.61722,9.814509,1,0,0.0,3,0,628842,0x8B6C0CD4,1,9.264086,3,-1523.5923,178.75389,6.245042,Not in Vehicle,0.0
8818,-1026.3953,192.29472,23.691635,1,0,0.0,3,0,1046713,0x2F7B991A,1,23.946587,4,-1049.4277,191.63216,19.070309,Not in Vehicle,0.0
4698,633.08777,-488.86038,111.15155,1,0,0.0,3,0,628841,0xB2B12B51,1,6.192535,3,632.0828,-483.20685,108.81075,Not in Vehicle,0.0
3910,-1515.9072,443.3295,103.13189,0,0,0.0,3,0,1075121,0xA6FF4D06,1,18.703358,3,-1515.8088,427.31384,93.42857,Not in Vehicle,0.0
1701,675.1905,1536.3098,99.69204,0,1,0.0,3,0,1075121,0x6BF561D1,1,7.883029,1,682.9164,1536.9995,98.28643,Not in Vehicle,0.0
7717,626.6006,-491.4824,112.21717,1,0,0.0,3,0,628841,0x6BF561D1,1,11.647665,1,634.4033,-483.25073,109.56628,Not in Vehicle,0.0
1535,-271.7867,412.02966,125.31027,0,0,0.0,3,0,1087636,0x6BF561D1,1,6.744595,3,-275.5627,416.7426,122.06805,Not in Vehicle,0.0
9543,669.87177,-477.1157,111.714775,0,0,0.0,3,0,628841,0x6BF561D1,1,24.055529,3,646.2585,-482.8225,108.16216,Not in Vehicle,0.0
1189,-1651.7869,-1280.146,107.48887,0,0,0.0,3,0,1066493,0x4FE9FE79,1,5.74439,1,-1656.8237,-1282.3856,109.101265,Not in Vehicle,0.0
740,-513.22156,1312.0487,102.77922,0,0,0.0,5,0,1075121,0x12FA11A9,1,4.397321,1,-512.6953,1307.7777,101.87518,Not in Vehicle,0.0
129,-304.92834,581.79694,105.98342,0,0,0.0,3,0,628841,0x6BF561D1,1,11.425072,3,-299.92932,589.4588,99.76191,Not in Vehicle,0.0
3354,-660.9866,679.22235,113.35952,0,1,0.0,3,0,628841,0x6BF561D1,1,4.745801,1,-664.6525,682.15125,112.69898,Not in Vehicle,0.0
1409,701.2353,1450.7014,102.74832,0,0,0.0,3,0,628842,0x6BF561D1,1,5.160787,1,702.00903,1446.3313,100.78927,Not in Vehicle,0.0
3094,-293.99094,1370.4316,103.148094,1,0,0.0,5,0,1075121,0xC267B78A,1,6.65474,3,-297.22006,1375.6482,100.876884,Not in Vehicle,0.0
2724,-1430.5077,-1190.6528,137.78938,0,0,0.0,3,0,628841,0x6BF561D1,1,6.510013,1,-1434.9973,-1186.1038,136.55222,Not in Vehicle,0.0
7366,639.60876,-480.77252,110.00684,1,0,0.0,3,0,628841,0x6BF561D1,1,6.059445,1,633.7429,-481.9182,109.01856,Not in Vehicle,0.0
45,846.655,-946.1485,255.82202,0,0,0.0,3,0,628841,0xB2B12B51,1,9.505285,3,842.0127,-937.4194,252.07552,Not in Vehicle,0.0
3766,-1893.3148,-1715.764,111.0465,0,0,0.0,4,0,1046713,0xAAD6A3AD,1,29.818653,2,-1898.5027,-1745.0873,109.48159,Not in Vehicle,0.0
2040,-1524.7844,-598.1012,21.664108,0,0,0.0,3,0,1066493,0x6BF561D1,1,29.0457,3,-1504.1914,-578.10394,18.140268,Not in Vehicle,0.0
6876,-291.24496,440.04208,120.50579,1,0,0.0,3,0,1047189,0x6BF561D1,1,4.150562,1,-293.73422,438.2425,117.71433,Not in Vehicle,0.0
6667,-1427.2637,215.32985,13.41063,0,0,0.0,3,0,1068245,0x8B6C0CD4,1,23.256498,3,-1449.3284,222.4744,11.102375,Not in Vehicle,0.0
7370,640.6054,-496.00165,111.81161,0,0,0.0,3,0,628841,0x6BF561D1,1,9.071403,1,635.8776,-488.59314,109.5661,Not in Vehicle,0.0
2867,-650.3888,-575.5703,94.392265,0,0,0.0,5,0,628841,0x12FA11A9,1,19.02621,1,-663.92896,-587.6188,100.17978,Not in Vehicle,0.0
8324,-1520.8431,204.62207,7.589026,0,0,0.0,3,0,1087636,0x8B6C0CD4,1,14.895399,3,-1522.5922,189.44716,6.245042,Not in Vehicle,0.0
6220,-1007.0066,229.62077,102.81766,0,0,0.0,3,0,1068245,0x8B6C0CD4,1,31.561323,1,-1032.7327,211.91052,98.27528,Not in Vehicle,0.0
3157,518.5579,-302.20505,108.20674,1,0,0.0,3,0,1075121,0x6BF561D1,1,10.256482,3,527.97394,-299.61307,105.84374,Not in Vehicle,0.0
3422,244.06189,-759.6724,112.315186,1,0,0.0,3,0,1071248,0x4A22FC60,1,11.239537,4,253.846,-764.3701,110.01208,Not in Vehicle,0.0
8456,402.24814,723.23376,99.99062,1,0,0.0,3,0,628841,0x6BF561D1,1,6.972887,1,400.30258,716.9981,97.550896,Not in Vehicle,0.0
6956,-1383.6393,131.91724,15.134854,0,0,0.0,3,0,1087636,0x8B6C0CD4,1,5.069608,1,-1387.0045,135.38196,13.595062,Not in Vehicle,0.0
6791,641.3517,-476.07037,110.01129,0,0,0.0,3,0,628841,0xB2B12B51,1,5.613512,1,643.6502,-480.376,108.16564,Not in Vehicle,0.0
1849,-1104.1208,534.1941,125.01174,0,0,0.0,3,0,1068245,0x6BF561D1,1,4.206734,16,-1108.4232,534.5917,121.88278,Not in Vehicle,0.0
8333,-1422.685,217.42776,13.963626,1,0,0.0,3,0,1075142,0x8B6C0CD4,1,25.046173,1,-1447.5266,218.78357,11.070538,Not in Vehicle,0.0
336,-274.09412,157.55777,122.91981,0,0,0.0,3,0,1075068,0xB2B12B51,1,22.947582,2,-271.00397,180.25005,121.5047,Not in Vehicle,0.0
1282,494.74612,1719.8583,125.909325,0,0,0.0,3,0,628841,0x6BF561D1,1,15.962189,1,489.6264,1710.1246,126.82883,Not in Vehicle,0.0
4411,641.30225,-486.17593,112.802864,1,0,0.0,3,0,628841,0xB2B12B51,1,8.679756,1,635.4224,-480.95786,109.12353,Not in Vehicle,0.0
9183,48.511147,303.65207,101.8811,0,0,0.0,3,0,1046713,0x6BF561D1,1,7.057327,11,46.436184,299.48935,96.57336,Agile_Civ_Boat_Patrol,0.0
8111,482.44183,1734.6646,119.136536,1,0,0.0,3,0,516713,0x6BF561D1,1,0.0,3,499.64996,1711.972,123.59132,Not in Vehicle,0.0
4896,-1114.3945,540.02026,125.24873,0,0,0.0,3,0,628841,0x6BF561D1,1,5.319523,1,-1117.484,537.38165,121.81503,Not in Vehicle,0.0
4029,-1528.5168,-235.8551,160.44577,1,0,0.0,3,0,1075068,0x6BF561D1,1,10.035324,1,-1533.668,-227.95886,157.00705,Not in Vehicle,0.0
2561,664.0048,-1425.0723,111.81846,0,0,0.0,5,0,1066493,0x12FA11A9,1,2.899962,1,661.1472,-1425.3344,111.3999,Not in Vehicle,0.0
1051,-2082.331,-1555.0817,103.78173,0,0,0.0,3,0,628841,0xFC6A70F8,1,8.007921,16,-2076.124,-1558.9875,100.56543,Not in Vehicle,0.0
8552,-1892.8646,-1726.0402,103.85801,0,0,0.0,4,0,628824,0xAAD6A3AD,1,5.217703,3,-1892.6655,-1730.3394,101.02824,Not in Vehicle,0.0
5206,-338.89124,-1917.3652,108.47978,1,0,0.0,3,0,1087636,0xB2B12B51,1,8.874767,3,-340.44333,-1924.94,105.98597,Not in Vehicle,0.0
188,834.50134,-528.24365,109.13027,0,0,0.0,3,0,628841,0x6BF561D1,1,3.524848,2,832.8933,-524.9972,108.422874,Not in Vehicle,0.0
5518,653.226,-488.95493,110.87974,0,0,0.0,3,0,1072123,0xFC6A70F8,1,9.601068,1,644.0814,-488.58963,108.16842,Not in Vehicle,0.0
2638,647.7323,-1777.48,111.56092,1,0,0.0,4,0,628824,0xAAD6A3AD,1,14.364032,1,662.00165,-1776.9597,109.99868,Not in Vehicle,0.0
6980,-1524.4834,257.69006,18.43129,1,0,0.0,3,0,628842,0x8B6C0CD4,1,31.869865,3,-1521.918,288.86502,10.126276,Not in Vehicle,0.0
8007,624.8706,-488.58173,110.235794,0,0,0.0,3,0,628841,0x6BF561D1,1,11.367604,1,632.42554,-480.24344,108.365295,Not in Vehicle,0.0
5588,633.76056,-488.68506,111.45457,0,0,0.0,3,0,628841,0x6BF561D1,1,9.067234,1,634.8258,-480.19803,108.74083,Not in Vehicle,0.0
6038,625.10345,-489.59543,114.16104,0,0,0.0,3,0,628841,0x6BF561D1,1,12.024519,1,634.197,-483.2104,109.56205,Not in Vehicle,0.0
7842,-954.7606,483.6592,100.374306,1,0,0.0,3,0,1075068,0x6BF561D1,1,8.469198,1,-958.2052,490.66638,97.090576,Not in Vehicle,0.0
8501,503.21945,1716.6842,130.1497,0,0,0.0,3,0,628841,0x6BF561D1,1,7.024351,1,509.37653,1714.4783,127.58704,Not in Vehicle,0.0
6643,-1480.89,135.86197,14.155735,0,0,0.0,3,0,1068245,0x8B6C0CD4,1,23.5435,4,-1457.1462,143.00171,6.245042,Not in Vehicle,0.0
2158,-1102.2249,536.6405,125.58951,0,0,0.0,3,0,1071245,0x6BF561D1,1,10.516633,2,-1109.7817,543.0196,121.8253,Not in Vehicle,0.0
8979,-301.28613,433.0653,121.76471,1,0,0.0,3,0,1087636,0x6BF561D1,1,9.45921,4,-307.95926,428.54,118.96918,Not in Vehicle,0.0
860,823.0924,-520.70764,112.554375,1,0,0.0,5,0,628841,0xC267B78A,1,11.742347,1,813.5277,-515.3618,108.332825,Not in Vehicle,0.0
6048,634.0772,-490.20557,111.86543,1,0,0.0,3,0,628841,0x6BF561D1,1,8.115833,1,641.0257,-486.921,109.254684,Not in Vehicle,0.0
5531,647.21234,-486.2706,110.67338,0,0,0.0,3,0,628841,0xB2B12B51,1,5.630595,1,643.11774,-483.03473,108.55986,Not in Vehicle,0.0
6218,-1011.41943,225.82495,100.61781,0,0,0.0,3,0,1068245,0x8B6C0CD4,1,25.560764,1,-1032.7325,211.91052,98.27528,Not in Vehicle,0.0
4242,-1529.2672,-203.9318,154.77808,0,0,0.0,3,0,525027,0x6BF561D1,1,20.68352,2,-1542.8495,-222.60065,160.21744,Not in Vehicle,0.0
8093,536.49146,-201.92583,98.74727,1,0,0.0,3,0,1066495,0x6BF561D1,1,14.030605,1,534.08716,-215.38202,95.579956,Not in Vehicle,0.0
3858,558.9926,-182.27937,103.101105,1,0,0.0,3,0,628841,0x6BF561D1,1,9.063075,3,568.29553,-184.39447,100.07396,Not in Vehicle,0.0
423,-318.72723,1420.4379,103.369,1,0,0.0,3,0,1046713,0x6BF561D1,1,10.486982,1,-320.29028,1409.7017,101.47997,Not in Vehicle,0.0
427,-347.9133,1414.0189,104.13927,0,0,0.0,3,0,1046713,0x2F7B991A,1,27.001516,2,-326.14426,1398.265,101.50816,Not in Vehicle,0.0
6626,-1518.28,187.91553,8.117639,0,0,0.0,3,0,1068245,0x8B6C0CD4,1,26.011213,4,-1523.1813,161.771,6.247328,Not in Vehicle,0.0
203,-309.52756,432.0695,120.764755,0,0,0.0,3,0,628824,0x6BF561D1,1,8.764317,1,-307.44693,440.3916,118.9575,Not in Vehicle,0.0
8769,-1557.3549,-262.29477,153.9406,0,0,0.0,3,0,1066493,0xB2B12B51,1,3.763415,2,-1559.0822,-260.12265,151.40123,Not in Vehicle,0.0
4712,642.45917,-484.75577,111.80329,0,0,0.0,3,0,628841,0x6BF561D1,1,5.595205,4,641.025,-489.43524,108.7627,Not in Vehicle,0.0
5709,825.9603,-939.57263,254.50208,1,0,0.0,3,0,628841,0x2F7B991A,1,2.519867,1,825.9102,-938.9691,252.05603,Not in Vehicle,0.0
4124,-1511.6772,-591.8622,16.107769,1,0,0.0,3,0,1066492,0xB2B12B51,1,4.460455,1,-1515.6602,-592.14685,14.120042,Not in Vehicle,0.0
4468,637.297,-480.97278,113.102196,1,0,0.0,3,0,628841,0x6BF561D1,1,6.985114,4,638.0505,-477.86743,108.16867,Not in Vehicle,0.0
7824,-963.15784,485.3435,100.78719,0,0,0.0,3,0,1075068,0x6BF561D1,1,7.959771,1,-957.78656,489.9228,97.10754,Not in Vehicle,0.0
7982,631.30884,-489.32358,110.707664,1,0,0.0,3,0,628841,0x6BF561D1,1,4.496367,1,631.0117,-485.28098,108.76146,Not in Vehicle,0.0
8544,-1903.1942,-1718.1277,108.27243,0,0,0.0,4,0,628824,0xAAD6A3AD,1,4.613633,1,-1899.9784,-1717.1482,105.11347,Not in Vehicle,0.0
318,844.1786,-936.5841,255.7115,0,0,0.0,3,0,1071245,0xB2B12B51,1,7.459582,3,843.50946,-944.19666,252.05597,Not in Vehicle,0.0
4100,-1117.5646,544.4134,125.51389,0,0,0.0,3,0,1075121,0x6BF561D1,1,8.174995,1,-1113.7219,538.2181,121.81503,Not in Vehicle,0.0
3473,-531.34186,74.86009,142.66827,0,0,0.0,3,0,525027,0xB2B12B51,1,10.082832,1,-533.29803,65.23914,139.94702,Not in Vehicle,0.0
1215,-262.3235,419.74008,129.18153,0,0,0.0,3,0,1087636,0x6BF561D1,1,11.061157,1,-261.8711,429.98932,125.0466,Not in Vehicle,0.0
6975,-1482.0452,136.13008,13.129157,1,0,0.0,3,0,628842,0x8B6C0CD4,1,17.055267,3,-1467.2823,141.79985,6.269414,Not in Vehicle,0.0
7809,-574.6009,70.60837,124.48644,0,0,0.0,3,0,525027,0xB2B12B51,1,6.781005,1,-579.6995,66.831055,121.97071,Not in Vehicle,0.0
1734,-1437.086,-597.59094,125.81367,0,0,0.0,5,0,1075068,0xB2B12B51,1,5.991265,1,-1436.3455,-592.24414,123.21396,Not in Vehicle,0.0
634,-287.31406,158.93344,122.47272,0,0,0.0,3,0,525027,0x6BF561D1,1,18.210257,1,-282.34686,147.40605,135.5934,Not in Vehicle,0.0
9762,-607.22455,-1172.4149,110.539604,0,0,0.0,3,0,628841,0x6BF561D1,1,9.725476,3,-601.18616,-1179.8096,108.30074,Not in Vehicle,0.0
271,-609.3571,-183.20677,118.5124,1,0,0.0,3,0,1075068,0x6BF561D1,1,20.212751,1,-626.70374,-187.39284,109.01898,Not in Vehicle,0.0
4884,640.5176,-491.94208,111.68492,1,0,0.0,3,0,628841,0x6BF561D1,1,9.508564,1,631.92163,-489.1191,108.76034,Not in Vehicle,0.0
1557,594.676,373.86975,110.94622,1,0,0.0,3,0,628824,0xA46327C1,1,9.562577,1,599.63947,380.6437,106.37231,Not in Vehicle,0.0
1352,-851.0154,10.471464,102.82286,1,0,0.0,5,0,628841,0xC267B78A,1,17.16474,1,-866.2118,2.519288,102.144394,Not in Vehicle,0.0
4916,-711.50037,704.3837,84.97341,0,0,0.0,3,0,628841,0x6BF561D1,1,13.13612,1,-719.79956,714.1716,82.172325,Not in Vehicle,0.0
3115,-1425.884,434.56647,118.75071,0,0,0.0,3,0,1072123,0x6BF561D1,1,7.136,16,-1424.4742,438.35443,112.33388,Not in Vehicle,0.0
1042,298.95407,356.15863,106.915855,1,0,0.0,3,0,628824,0x6BF561D1,1,5.751789,1,299.4367,361.94562,103.98961,Not in Vehicle,0.0
9626,497.63123,1722.7104,123.558914,1,0,0.0,3,0,1075068,0x6BF561D1,1,6.929833,4,498.8223,1731.2811,123.529465,Not in Vehicle,0.0
1955,670.0213,-1758.1494,117.30893,1,0,0.0,4,0,628842,0xAAD6A3AD,1,10.333127,1,664.2324,-1762.2571,109.79964,Not in Vehicle,0.0
6185,639.05707,-487.9425,111.481636,0,0,0.0,3,0,628841,0xB2B12B51,1,8.035184,1,631.67444,-489.3502,108.639206,Not in Vehicle,0.0
7805,730.36206,1268.2094,100.014465,0,0,0.0,3,0,628841,0xB2B12B51,1,6.426586,1,735.68976,1270.9965,97.745674,Not in Vehicle,0.0
6199,-1645.319,406.67615,103.75023,1,0,0.0,3,0,1075068,0xA46327C1,1,8.176091,1,-1638.0835,403.60684,101.494995,Not in Vehicle,0.0
2438,827.9695,-943.52924,254.50085,1,0,0.0,3,0,628841,0xB2B12B51,1,9.806235,3,834.3744,-949.09485,252.05675,Not in Vehicle,0.0
3688,737.94104,1287.0095,100.91782,0,0,0.0,3,0,628841,0x6BF561D1,1,9.2635,1,737.3933,1278.324,97.74391,Not in Vehicle,0.0
2006,-1599.478,-1222.674,107.73072,0,0,0.0,3,0,1066493,0x4FE9FE79,1,4.391369,1,-1600.0286,-1220.1858,104.154396,Not in Vehicle,0.0
1811,-639.77856,-100.65498,105.61424,0,0,0.0,3,0,628824,0x6BF561D1,1,9.489678,10,-642.81744,-91.80667,103.48911,Brawler_Civ_Taxi_OCO,0.0
1647,-1536.5807,-236.04483,160.4776,1,0,0.0,3,0,1071245,0xB2B12B51,1,6.258478,3,-1539.2189,-231.25423,157.00694,Not in Vehicle,0.0
1976,1016.3955,482.10156,119.00647,0,0,0.0,3,0,1071245,0xB2B12B51,1,4.31757,3,1013.7091,483.92316,116.0743,Not in Vehicle,0.0
5094,-1207.1855,251.07227,18.44755,1,0,0.0,3,0,1075142,0x9657CFFB,1,8.105365,3,-1208.3806,260.50473,16.497894,Not in Vehicle,0.0
7284,-1100.6571,539.5043,122.19582,0,0,0.0,3,0,1075121,0xB2B12B51,1,12.259478,1,-1109.6316,532.33154,126.4743,Not in Vehicle,0.0
3337,-1273.5496,-1225.7784,111.548195,0,1,0.0,3,0,1046713,0x6BF561D1,1,3.592596,4,-1274.916,-1225.4343,108.74575,Not in Vehicle,0.0
4725,633.2372,-479.363,114.042755,0,0,0.0,3,0,628841,0x6BF561D1,1,11.976097,3,631.51514,-489.66803,108.45678,Not in Vehicle,0.0
5591,642.7962,-481.0326,111.39014,1,0,0.0,3,0,628841,0x6BF561D1,1,7.89313,1,639.807,-488.1786,109.52202,Not in Vehicle,0.0
9566,-195.90968,59.976784,155.90509,0,0,0.0,3,0,525027,0xB2B12B51,1,24.937685,1,-193.88043,80.2826,153.85548,Not in Vehicle,0.0
3442,661.94635,-485.4467,114.59911,0,0,0.0,5,0,1072123,0x12FA11A9,1,35.692837,16,661.6543,-485.97375,114.49842,Not in Vehicle,0.0
3355,-665.99713,675.24384,116.40585,1,0,0.0,3,0,628841,0x6BF561D1,1,8.676914,1,-661.96436,681.9766,112.70449,Not in Vehicle,0.0
6775,633.06177,-488.4167,113.22425,0,0,0.0,3,0,628841,0x6BF561D1,1,8.878634,1,638.1123,-482.0999,109.56641,Not in Vehicle,0.0
7520,-1506.7456,407.96823,96.84354,1,0,0.0,3,0,1046713,0xF487EE76,1,11.317172,3,-1505.3099,417.12885,93.4036,Not in Vehicle,0.0
4817,-691.65344,718.7053,84.799446,1,0,0.0,3,0,1068245,0x6BF561D1,1,6.124135,1,-686.1276,718.9111,82.16732,Not in Vehicle,0.0
1775,-613.236,1368.4307,103.95831,1,0,0.0,5,0,1075121,0x12FA11A9,1,11.045409,3,-609.3833,1358.042,103.3475,Not in Vehicle,0.0
9313,642.1232,-484.68912,111.82687,0,0,0.0,3,0,628841,0x6BF561D1,1,6.806705,3,636.2723,-482.1716,109.56636,Not in Vehicle,0.0
4267,-1532.8646,-225.11626,163.18326,1,0,0.0,3,0,525027,0x6BF561D1,1,8.165291,2,-1525.0693,-224.94395,160.82324,Not in Vehicle,0.0
3398,846.7279,-941.83215,254.27573,0,0,0.0,3,0,628841,0x2F7B991A,1,9.211057,3,838.2816,-948.8265,252.05948,Not in Vehicle,0.0
9644,-262.7192,430.16885,128.57854,1,0,0.0,3,0,1046713,0x6BF561D1,1,6.177939,1,-262.47638,425.10583,125.04671,Not in Vehicle,0.0
4835,626.8816,-493.3621,111.16535,1,0,0.0,3,0,628841,0x6BF561D1,1,11.255876,3,632.6125,-483.97235,109.192314,Not in Vehicle,0.0
4825,-1524.3629,-192.2635,159.34904,0,0,0.0,3,0,1087636,0x6BF561D1,1,5.395,5,-1531.3195,-194.36899,156.87901,Not in Vehicle,0.0
9028,-2161.7554,-40.24734,117.97097,0,0,0.0,3,0,1075139,0x6BF561D1,1,5.897885,1,-2156.441,-37.624825,117.78477,Not in Vehicle,0.0
4562,644.8106,-487.0375,111.14204,0,0,0.0,3,0,628841,0x6BF561D1,1,6.085948,3,639.9996,-488.717,109.20033,Not in Vehicle,0.0
933,-1096.0996,-401.00516,109.98272,0,0,0.0,3,0,628841,0x6BF561D1,1,4.821297,10,-1092.9144,-373.0408,107.41519,Raid_BRAWLER_MIL_Arm_Patrol,0.0
5445,-67.472984,-883.2077,111.80494,1,0,0.0,4,0,1075121,0xDFFE7978,1,6.777046,1,-66.47667,-889.66205,109.99504,Not in Vehicle,0.0
6583,-1375.1365,240.51918,7.66619,0,0,0.0,3,0,1068245,0x8B6C0CD4,1,25.86882,4,-1378.3558,268.83176,10.123816,Not in Vehicle,0.0
5111,-1103.4838,541.51416,125.46115,1,0,0.0,3,0,628841,0x6BF561D1,1,5.972263,4,-1098.6501,538.6724,121.9413,Not in Vehicle,0.0
2010,601.07996,384.42923,110.34175,1,0,0.0,3,0,1068245,0x6BF561D1,1,14.354552,2,614.4247,386.24,105.646484,Not in Vehicle,0.0
9385,645.425,-479.42935,110.89636,0,0,0.0,3,0,628841,0x6BF561D1,1,14.817033,3,630.58,-483.09848,108.53567,Not in Vehicle,0.0
4537,633.1254,-482.88318,112.10865,1,0,0.0,3,0,628841,0xB2B12B51,1,5.436882,1,634.08765,-487.59055,109.56431,Not in Vehicle,0.0
6581,-1398.1946,136.4746,9.906311,0,0,0.0,3,0,1068245,0x8B6C0CD4,1,16.804615,3,-1384.1781,145.26071,6.248984,Not in Vehicle,0.0
9972,-1892.5697,-1721.1461,108.06772,0,0,0.0,4,0,1075121,0xDFFE7978,1,7.820485,1,-1896.6045,-1727.1617,105.11938,Not in Vehicle,0.0
8644,-1891.667,-1727.4292,108.21675,1,0,0.0,4,0,628824,0xAAD6A3AD,1,8.500013,1,-1899.0374,-1730.3113,105.114876,Not in Vehicle,0.0
1614,-278.64447,179.46628,124.542305,1,0,0.0,3,0,1071245,0x6BF561D1,1,6.813178,4,-276.669,185.40982,121.50503,Not in Vehicle,0.0
9544,634.73224,-501.24332,111.619125,0,0,0.0,3,0,628841,0x6BF561D1,1,7.946865,3,634.9602,-493.28946,108.16729,Not in Vehicle,0.0
6290,-1381.3241,295.72794,13.415763,0,0,0.0,3,0,628824,0x8B6C0CD4,1,5.658295,1,-1385.865,296.40607,10.10869,Not in Vehicle,0.0
426,-321.59998,1406.067,103.83809,0,0,0.0,3,0,1046713,0x2F7B991A,1,3.418118,4,-317.98663,1402.7626,101.127754,Not in Vehicle,0.0
1703,-2221.7412,-1307.9456,104.26412,1,0,0.0,3,0,628841,0x6BF561D1,1,9.82086,3,-2222.283,-1297.0366,103.772575,Not in Vehicle,0.0
3634,-1525.057,-218.04155,159.80664,1,0,0.0,3,0,1075068,0x6BF561D1,1,9.133642,1,-1532.5835,-222.39122,157.00435,Not in Vehicle,0.0
8512,-1545.5736,-600.2966,16.720499,1,0,0.0,3,0,1066493,0x6BF561D1,1,18.98177,4,-1524.9493,-596.94885,14.124702,Not in Vehicle,0.0
2163,-1117.4427,534.5296,122.253044,0,0,0.0,3,0,1071245,0x6BF561D1,1,7.102758,5,-1107.5269,538.8434,121.81503,Not in Vehicle,0.0
3290,-636.9178,668.07153,102.27994,1,0,0.0,3,0,628841,0x6BF561D1,1,10.717879,1,-646.72394,664.4515,99.91964,Not in Vehicle,0.0
1326,634.61774,-489.13885,112.15883,1,0,0.0,3,0,1075121,0x6BF561D1,1,10.9607,1,638.1351,-498.70947,108.139046,Not in Vehicle,0.0
9568,-1080.4138,-756.468,112.46817,0,0,0.0,3,0,1066493,0x6BF561D1,1,9.40147,1,-1071.9487,-755.3397,108.53635,Not in Vehicle,0.0
5758,-1490.5225,420.97833,102.91413,0,0,0.0,3,0,1066493,0x6BF561D1,1,15.476652,1,-1500.9391,432.06192,100.0938,Not in Vehicle,0.0
463,571.58356,1020.21674,59.071545,1,0,0.0,3,0,628841,0x4A22FC60,1,21.667555,1,592.645,1016.16534,55.995037,Not in Vehicle,0.0
2311,75.86408,-62.71489,96.614426,0,0,0.0,3,0,628841,0x6BF561D1,1,8.339134,1,83.91826,-60.99401,97.91148,Not in Vehicle,0.0
4548,633.8432,-492.00885,116.59381,0,0,0.0,3,0,628841,0x6BF561D1,1,12.770586,3,633.6962,-482.03525,109.048256,Not in Vehicle,0.0
6089,-540.29504,53.44749,93.60008,0,0,0.0,3,0,1072123,0xB2B12B51,1,14.09028,16,-550.91785,61.943405,97.27588,Not in Vehicle,0.0
7652,-1122.8417,27.975271,110.12227,1,0,0.0,3,0,1075142,0x8B6C0CD4,1,24.231924,1,-1138.2461,46.418774,107.00454,Not in Vehicle,0.0
8546,-1896.0402,-1720.5958,107.94569,1,0,0.0,4,0,628824,0xAAD6A3AD,1,9.481634,3,-1900.0718,-1729.0654,105.114876,Not in Vehicle,0.0
5926,644.4147,-497.71042,110.716095,0,0,0.0,3,0,628841,0x6BF561D1,1,4.793911,4,644.8722,-492.97537,108.12004,Not in Vehicle,0.0
8344,-1436.338,208.82797,13.997036,1,0,0.0,3,0,1075142,0x8B6C0CD4,1,13.517002,1,-1446.1631,217.63782,11.070617,Not in Vehicle,0.0
3238,831.96625,-524.5908,112.52723,0,0,0.0,3,0,1075114,0x6BF561D1,1,4.804216,2,834.1967,-523.49426,108.41332,Not in Vehicle,0.0
6897,-806.09247,1496.4917,110.589455,0,0,0.0,3,0,628841,0xB2B12B51,1,6.123958,1,-804.6648,1491.2012,107.85542,Not in Vehicle,0.0
3335,-1275.0352,-1230.5802,110.48894,1,0,0.0,5,0,525023,0x6BF561D1,1,0.0,1,-1275.0516,-1230.6022,110.506,Not in Vehicle,0.0
